65,016489ea,"679876,88","30164,77",426,329974,24,"78792,6"
66,0165c789,"597745,78","15252,49",308,241386,60,"137162,17"
67,01759cfb,"408458,1","12047,32",850,398865,60,"149888,21"
68,01788854,"592810,5","11151,86",665,306223,48,"14049,12"
69,0179851a,"874967,73","39876,83",498,175838,36,"11550,63"
70,017a4388,"611324,78","35233,91",598,219098,24,"126932,69"
71,0189f4bb,"269495,09","13800,02",421,37145,36,"141973,89"
72,018a67f9,"370035,68","8949,9",664,456516,36,"98717,55"
73,018b4717,"358708,04","20710,6",803,220493,48,"139429,32"
74,0198cfa2,"135397,12","2996,67",844,246397,60,"34551,63"
75,019e74c9,"620669,18","31895,7",578,466690,48,"138201,06"
76,01a88ecc,"654132,17","12020,71",645,234774,60,"100699,57"
77,01a97d9b,"290223,55","8732,33",543,499340,48,"141064,93"
78,01aba9d5,"469516,13","8376,8",754,275741,12,"139795,08"
79,01b85baa,"544140,92","25741,2",663,42407,12,"30053,12"
80,01b87a51,"462041,38","11521,47",564,100347,12,"83267,9"
81,01bed108,"338936,46","19063,5",678,450361,12,"81288,97"
82,01c322b2,"333281,49","10341,13",485,305758,12,"39186,77"
83,01c94078,"411033,89","12598,87",515,219655,48,"123758,46"
84,01cbf3d7,"560018,75","20271,72",429,205710,24,"21035,32"
85,01d1eb76,"734775,12","12295,6",616,170828,36,"77439,43"
86,01d5a236,"428486,94","22804,01",358,172222,36,"46253,88"
87,01d630a8,"238044,08","8786,28",620,294258,36,"39747,84"
88,01d8a357,"357179,37","12963,43",750,214036,12,"112102,47"
89,01d9994b,"222907,47","4912,36",850,136516,36,"33273,13"
90,01e5d5a0,"455396,94","16143,27",440,469653,60,"108981,98"
91,01eab32f,"548860,36","26394,93",471,146678,12,"122921,38"
92,01eb794c,"275772,52","13071,97",425,448712,48,"23296,69"
93,01fa182d,"612487,01","16512,54",628,160534,48,"65885,99"
94,01fa4519,"344184,62","20032,09",658,480463,12,"8167,37"
95,01fb6b14,"420430,65","12668,85",791,107061,48,"71271,06"
96,0205dcc5,"468397,64","17303,42",539,437599,24,"95927,85"
97,020e11a2,"401703,07","22989,67",706,61342,60,110203
98,02101f45,"240516,31","7926,11",355,221750,36,"135339,78"
99,0212c269,"513779,19","21214,94",672,179385,12,"209,99"
100,021f5646,"400070,31","14315,95",434,494113,12,"135780,75"
101,021ff9f2,"493034,03","11113,4",715,217284,36,"3584,66"
102,02223533,"620687,54","17439,13",542,378301,60,"73708,66"
103,0228f95c,"730740,32","42034,74",751,44101,24,"21787,45"
104,0229e463,"199812,35","9270,04",729,337798,36,"53643,76"
105,022f5318,"495306,79","25276,73",766,146860,12,"42262,15"
106,02348233,"361811,99","13618,9",757,314422,12,"111983,93"
107,023573e9,"537878,64","20214,91",808,125526,36,"136857,35"
108,0249215a,"407285,27","15607,26",301,400780,24,"128226,17"
109,024db58b,"292878,24","9737,48",400,262986,12,"84421,18"
110,024ecbca,"474807,63","21692,53",688,422959,60,"19308,35"
111,0256e3c8,"138076,37","2764,26",362,411597,36,"75114,28"
112,025f74e5,"430271,61","10299,62",812,55649,36,"148999,65"
113,02602098,"331532,69","17731,59",401,154160,12,"127224,05"
114,026bc735,"84540,9","4080,82",509,191190,12,"104078,98"
115,0273bd53,"480156,87","24198,93",663,430163,48,"10111,41"
116,02787549,"373827,85",17265,397,484305,12,"32192,28"
117,027f14ca,"226544,49","5491,77",675,423626,12,"78802,82"
118,028537c8,"278927,93","5533,79",841,352434,12,"15293,49"
119,02a2f066,"314145,37","12222,28",534,122557,12,"32373,99"
120,02b15d73,"486368,1","13865,09",524,316963,12,"106755,61"
121,02b23379,"492953,82","8424,39",494,433966,60,"70822,67"
122,02bd2ef6,"407792,83","17891,43",334,84589,36,"60651,35"
123,02c63fc8,"246325,94","4980,18",644,17976,36,"18939,72"
124,02c6b869,"133759,76","6408,49",817,75878,12,"43175,59"
125,02d3464f,"238195,44",8106,579,194632,48,"105296,45"
126,02d614bb,"441506,93","9614,66",793,295349,60,"107328,31"
127,02db8ef1,"517354,7","17021,4",555,354430,60,"14794,96"
128,02e701d9,"564255,15","20823,94",656,151086,12,"67952,76"
129,02e7bab7,"382068,27","19122,91",334,406091,60,"58389,07"
130,02ec13ca,"538729,95","28620,74",425,317548,24,"120199,93"
131,02f6c198,"241853,68","11556,85",319,261118,36,"77681,6"
132,02f7bb59,"141199,76","2673,01",551,22521,48,"123254,02"
133,02f8f9b8,"384952,33","11389,14",790,327304,12,"54204,54"
134,02f9ae5c,"516972,25","28947,64",726,231554,60,"137076,8"
135,0306707c,"745404,39","18988,44",641,425046,36,"146313,21"
136,03157c4a,"411055,22","21666,38",366,476158,12,"119976,72"
137,031b6366,"439906,05","15336,22",798,307708,48,"134922,32"
138,031e6105,"560130,67","26492,99",522,417316,24,"104066,93"
139,0320a4a7,"412351,95","17164,79",746,259372,12,"114754,7"
140,0324d8d5,"302867,04","9448,65",318,347616,12,"105777,34"
141,032eabc8,"191978,32","6131,18",677,90488,60,"63597,89"
142,032f05c9,"406857,77","15903,37",486,359444,60,"59506,93"
143,0331be0c,"546229,17","24065,2",306,85872,36,"6089,26"
144,03376211,"551287,42","12320,77",644,476415,36,"66923,78"
145,0349a868,"326964,14","16130,98",522,181607,48,"90854,53"
146,035e6195,"118410,98","6449,23",818,372185,24,"44400,38"
147,036c3cf8,"462661,77","12834,54",355,359091,24,"149792,47"
148,037002eb,"414491,71","6933,89",451,340912,12,"125797,09"
149,038551cf,"393520,86","17775,84",828,198416,36,"65626,07"
150,03915df8,"313103,88","10404,19",820,199451,48,"30224,34"
151,039263ae,"310162,87","10230,94",334,184815,24,"62627,86"
152,03933054,"251874,53","6249,07",411,206980,36,"5479,9"
153,0399237c,"609041,63","20110,28",419,187250,60,"41026,48"
154,039e7c1c,"603147,48","17933,98",608,102095,12,"125556,94"
155,03a453b3,"182386,93","10010,19",444,140902,48,"123641,07"
156,03b67e62,"344096,85","12847,66",819,236307,48,"53924,96"
157,03b8c73e,"747058,96","20930,15",494,90676,12,"65752,97"
158,03bc4ab6,"664066,67","13587,03",364,100982,12,"131375,38"
159,03c24c89,"731283,39","27589,24",631,288670,36,"5996,18"
160,03c5e209,"807336,57","25586,19",437,302156,60,"141602,96"
161,03c73a17,"581941,18","19048,49",462,149271,48,"45897,7"
162,03dc16fd,"232191,21","7482,17",844,334999,60,"118280,56"
163,03dc7d3f,"252184,49","8668,34",484,495532,60,"69681,38"
164,03dc83a0,"454258,03","17917,51",767,231182,12,"131494,28"
165,03e6b5fa,"392591,91","10552,86",468,108631,24,"24692,65"
166,03e9f4c4,"147592,17","8096,86",437,386646,12,"56449,4"
167,03eb1abb,"279625,57","5456,32",700,385745,48,"84339,02"
168,03eb7787,"556404,08","26190,5",374,437507,24,"110056,82"
169,0403300f,"389970,33","7734,57",551,468653,48,"51716,72"
170,0406df78,"702190,91","14638,11",459,255516,48,"139690,85"
171,040cda48,"379643,06","7513,57",686,285557,60,"141586,37"
172,040d577d,"271918,91","11756,92",349,173695,48,"22020,74"
173,0418f01c,"726735,64","22737,03",372,431707,24,"143267,77"
174,0426a9b0,"536393,69","22904,75",496,405166,48,"102537,3"
175,0432f0b5,"758909,74","32058,01",455,37068,60,"43085,7"
176,0438c74e,"626968,76","18574,69",598,64822,24,"54467,88"
177,043d0282,"647346,67","19554,06",811,188083,60,"70867,22"
178,043fe40e,"355121,83","11058,94",687,220671,60,"139016,18"
179,044264f8,"342763,01","10534,68",452,23502,24,"121348,91"
180,0448091c,"690346,61","15718,74",571,120047,48,"90116,35"
181,0449a4df,"288442,3","14981,67",312,105538,12,"39541,84"
182,0449c848,"746151,13","42913,46",577,230303,48,"120028,3"
183,04590aca,"662874,48","25198,9",796,321524,60,"78732,15"
184,046626bf,"435566,87","10911,11",566,400164,60,"146190,67"
185,0468823b,"453417,21","16002,56",497,447538,12,"45781,22"
186,0468bae9,"450036,2","13813,65",768,408083,12,"109320,18"
187,04748cd2,"525311,04","12599,14",482,86521,60,"34642,83"
188,047dc923,"206350,18","11830,26",710,283386,60,"96470,84"
189,04811ba0,"301684,52","9860,97",846,238601,24,"109266,1"
190,0484a1e7,"283012,33","5386,51",469,250627,48,"130941,77"
191,0486acd3,"477100,34","20144,07",781,340143,24,"31069,47"
192,04874c7b,"182530,74","7381,98",693,72269,36,"45264,65"
193,048d2b30,"296917,68","15821,05",367,139455,24,"126846,41"
194,04971e8f,"265186,32","11552,17",597,157881,24,"3182,8"
195,04985a16,"585410,2","26914,41",741,359908,36,"48157,68"
196,049e929d,"399730,12","19798,13",638,440133,24,"25307,43"
197,049eabe1,"212627,78","7905,74",542,481001,60,"123812,5"
198,04a1bddd,"133622,91","4657,36",667,219331,36,"79821,23"
199,04ad6a30,"178544,76","10103,34",434,145096,24,"74024,41"
200,04bf0c79,"434403,46","19386,9",790,372975,12,"33723,84"
201,04c1fc3c,"326739,3","16103,31",776,104624,36,"113918,87"
202,04c45735,"369798,61","11746,79",569,291845,48,"143719,86"
203,04c61198,"284692,66","10451,81",414,399747,60,"84726,81"
204,04cf39db,"183884,9","4705,13",643,75834,24,"138338,14"
205,04d37917,"610557,07","26139,44",521,160597,24,"148498,95"
206,04d60b88,"306633,92","14586,05",441,467276,60,"25871,54"
207,04d6f290,"245023,23","12649,85",636,23903,36,"47658,67"
208,04e234f4,"81855,88","3827,76",417,219646,12,"20038,74"
209,04e7428e,"559128,94","25590,94",426,138214,24,"116207,01"
210,04f01b23,"674496,61","33543,31",618,458655,60,"104978,2"
211,04f12768,"633756,09","13996,49",370,346771,24,"1565,12"
212,04f3f249,"309005,42","13905,35",636,262133,24,"137371,53"
213,04faa0fa,"247230,55","12205,89",836,136744,12,"10835,79"
214,04fb2852,"147796,18","4267,65",805,468715,12,"42463,7"
215,050060cd,"297866,81","9217,24",419,379258,12,"62976,19"
216,05011b9d,"237710,71","5182,73",789,334434,12,"84999,71"
217,05096597,"157847,56","2920,36",337,180909,12,"110063,37"
218,0518c5c4,"159057,77","3634,36",312,498059,60,"37076,34"
219,0519779b,"327581,04","10844,33",427,84628,48,"81450,51"
220,051d3194,"827398,33","31552,54",397,484480,12,"99603,44"
221,05213d4b,"439098,02","8543,23",370,169576,24,"13689,38"
222,0535cd04,"311529,06","14053,42",525,324123,24,"124900,21"
223,053c166c,"715402,43","29345,23",356,358804,48,"82996,67"
224,053e3d41,"571530,21","27605,03",510,86485,24,"95543,72"
225,0544f93f,"187102,5","4305,3",526,59724,12,"85309,81"
226,05490868,"387847,51","20942,9",378,61498,24,"49882,62"
227,0557038d,"522576,88","25943,09",386,402265,12,"35246,83"
228,055ab784,"434515,58","20414,61",341,422578,36,"29962,13"
229,055dbb06,"459742,57","20470,3",401,423681,36,"41279,36"
230,0561052b,"260879,35","10222,08",746,224923,24,"45270,72"
231,05682942,"585177,53","30786,26",387,357506,36,"137007,88"
232,057451bb,"330933,61","15287,79",318,331022,60,"35301,11"
233,05767bda,"799863,03","16866,34",421,465518,48,"113493,23"
234,058c3a8a,"144835,89","5364,04",787,257094,48,"11556,08"
235,0591faa0,"210930,03","7740,5",848,53744,12,"81593,71"
236,059c273c,"391255,37","19607,16",639,27702,36,"34223,4"
237,05a6f0d1,"307805,95","13516,71",589,419106,12,"83818,95"
238,05a80c74,"310112,71","17033,93",409,208101,60,"72967,22"
239,05ac0692,"318708,32","16197,25",559,268766,24,"44748,52"
240,05ac3a90,"297968,93","7427,6",358,281449,36,"78556,53"
241,05b8b7bd,"611182,23","13475,31",333,118328,36,"9648,93"
242,05c1c44d,"470418,91","13837,95",668,352226,24,"146269,8"
243,05c715a2,"187067,05","10901,04",687,128992,24,"58418,26"
244,05ccc0e7,"149236,35","4503,17",358,34229,12,"50373,25"
245,05d58fa5,"414945,2","15834,53",504,322117,12,"78761,08"
246,05de0a5f,"378553,51","18601,53",684,282991,12,"120337,07"
247,05e18baf,"246234,7","12690,57",513,468850,48,"98793,22"
248,05e58e28,"448789,9","9982,48",788,302889,12,"95929,19"
249,05e79e89,"496866,78","19106,52",830,74358,12,"75439,34"
250,05e86e1d,"535010,29","16146,56",563,369309,48,"33755,19"
251,05e988f2,"399962,4","12108,05",428,354141,24,"101926,67"
252,05eae4df,"302326,71","12015,8",449,73788,36,"95505,07"
253,05ec85b0,"621114,68","20614,76",603,251791,36,"127620,83"
254,05f86dfb,"218318,75","12162,2",658,164668,60,"79445,19"
255,05f88361,"193314,55","9381,9",401,437759,60,"128470,15"
256,0601e0cb,"397739,04","8020,05",691,11565,24,"138557,77"
257,06045a34,"538257,71","22637,99",559,32262,48,"67772,11"
258,06054beb,"188918,05","7598,97",381,229909,60,"112067,3"
259,0605f8e3,"116970,55","3797,9",687,311321,12,"19672,16"
260,061e16ef,"570708,13","25844,42",586,331636,12,"120108,65"
261,0622b65e,"182408,86","4821,04",773,313841,12,"16925,04"
262,0628471c,"581362,32","29754,94",426,215500,36,"99584,74"
263,06289689,"459815,69","16449,31",423,337828,36,"88724,3"
264,0631ab94,"158297,77",7028,607,191221,36,"83238,93"
265,063b3822,"338529,82","12905,94",355,432007,12,"9573,88"
266,0647f344,"311215,07","15890,85",342,479617,36,"91692,98"
267,0648f464,"299821,75","8366,53",396,23360,24,"59334,86"
268,06521d1d,"392223,52","16135,38",806,495720,60,"84745,48"
269,0659a804,"341015,91","19113,99",363,217686,60,"38937,13"
270,065e0875,"290029,83","8870,66",598,48996,24,"117349,44"
271,065ef726,"114003,29","4460,82",810,294777,12,"111036,59"
272,06618c35,"282131,46","7861,98",520,285475,48,"34551,47"
273,06623c62,"464456,42","9145,12",827,28211,60,"148431,31"
274,0667ebf8,"236225,88","5414,52",812,487363,48,"31777,62"
275,066ac6d1,"260572,77","4531,04",584,74616,12,"41413,66"
276,066be66d,"370866,82","20563,06",627,120649,24,"9008,19"
277,066be79b,"542676,72","11654,88",492,416989,36,"26344,95"
278,06721c2e,"549161,23","31984,83",687,109895,48,"54748,74"
279,067d0922,"605195,03","24391,89",450,415158,48,"103714,14"
280,06803913,"214342,41","11303,78",687,368490,24,"35399,22"
281,06842142,"366663,06","6749,96",584,218962,12,"53283,87"
282,068dd47b,"361704,67","10672,7",331,283045,36,"11925,24"
283,068f5df2,"91042,7","2914,61",660,36452,36,"95716,73"
284,0692c2c9,"327492,56","18511,14",649,71600,48,"90391,28"
285,069af060,"409399,18","17116,94",723,432958,48,"43098,5"
286,069df2da,"545119,64","13529,8",632,199770,12,"58300,05"
287,069fd356,"476990,72","18135,75",643,109203,60,"2042,02"
288,06a59782,"447438,67","8212,02",519,60325,24,"145565,04"
289,06a7372c,"382576,11","19271,35",403,203790,48,"54565,45"
290,06ac8a63,"316175,17","14722,11",830,117369,24,"87877,67"
291,06adf654,"832290,62","42057,77",699,299624,48,"141376,97"
292,06b0c74c,"482011,22","25559,91",580,264615,12,"38791,23"
293,06b177e7,"367080,52","15544,02",822,406353,60,"119739,52"
294,06b306ec,"883330,35","15832,92",362,54098,48,"6680,52"
295,06b384d8,"348188,32","14919,18",734,438279,36,"95543,25"
296,06b85f38,"327088,22","16091,19",631,330854,48,"111896,6"
297,06c32a41,"512131,92","20844,56",461,473260,36,"141982,59"
298,06c7e11c,"247673,77","4213,58",356,406651,36,"140589,48"
299,06cc154f,"803187,91","25161,36",847,462885,12,"13143,88"
300,06ce4cda,"217804,35","11288,33",829,455816,12,"93364,07"
301,06d1036c,"487600,71","13442,42",451,198364,36,"74872,38"
302,06db0322,"832222,33","47432,38",458,496871,60,"146118,61"
303,06e2878d,"422478,56","22181,97",466,309755,24,"126147,73"
304,06eb0b46,"644921,55","30186,81",834,389021,48,"148581,18"
305,06f9d35e,"293995,76","9632,12",701,57159,48,"104206,16"
306,071451b7,"242087,45","13055,78",850,243324,36,"27870,69"
307,071886b4,"315290,26","5339,29",752,177857,60,"141557,26"
308,071e8ed9,"529077,31","12582,59",307,23199,12,"23096,24"
309,07236695,"505284,83","19628,01",369,61113,24,"148670,58"
310,07248424,"124335,04","6423,52",817,82546,36,"52611,37"
311,0724d8f7,"623348,58","17114,66",693,352939,24,"71423,02"
312,0727c0a1,"374355,68","14730,67",700,114228,48,"38077,98"
313,072c0590,"210399,87","7504,87",450,290175,60,"133325,64"
314,07391832,"341371,37","11918,91",503,254504,24,"57083,23"
315,073a68e1,"175521,18","5769,22",377,315632,60,"138281,09"
316,073e8636,"369111,01","7395,67",613,488529,60,"29150,32"
317,073f3a89,"490306,13","23558,56",823,51835,60,"34751,21"
318,0743ad1c,"364633,26","20067,34",745,321689,24,"98262,96"
319,0746a28b,"621517,69","11799,01",686,343714,48,"24456,39"
320,07487c5a,"410195,75","23427,72",444,125193,48,"79443,54"
321,074ced74,"563936,09","18000,26",512,215440,36,"24683,22"
322,074e98fc,"229732,64","12757,49",512,353691,12,"36138,01"
323,074fe0c9,"467315,49","23737,26",734,121564,48,"121697,86"
324,074ffa06,"853859,17","15533,1",418,473358,48,"117767,15"
325,075a3dfb,"367386,27","19319,86",357,43879,60,"67831,8"
326,076de2e7,"377313,32","19071,94",623,412141,48,"19962,23"
327,0773ed28,"117954,39","4045,77",529,90581,36,"96218,65"
328,07752ca2,"325867,09","12602,63",679,77497,48,"31914,39"
329,077b8997,"186562,39","4924,26",590,419053,12,"46737,96"
330,077efe90,"443735,49","10122,01",721,88577,24,"59976,53"
331,0794e9bd,"469166,38","9854,92",364,90439,12,"915,66"
332,07983475,"483746,78","22757,21",517,478807,36,"38775,56"
333,0798e214,"166926,68","8476,44",740,158628,48,"53435,6"
334,079985af,"296704,64","16036,43",400,416626,36,"67567,34"
335,07a3fdf5,"692342,06","30881,16",697,400379,24,"38633,23"
336,07a8657e,"828259,13","35322,43",835,397111,24,"72462,34"
337,07a8b017,"262345,46","14851,21",386,275784,36,"58682,99"
338,07aed14a,"184705,34","4883,3",725,372028,60,"19802,58"
339,07ba118a,"283851,96","6729,37",838,75035,60,"76029,52"
340,07c00994,"321996,7","13980,84",693,352708,60,"115297,2"
341,07c09647,"407901,85","23361,52",824,186903,12,"109658,12"
342,07c1fd7f,"467654,12","25272,61",551,417586,12,"86540,16"
343,07d07d5c,"274989,86","12088,85",373,434760,48,"74942,6"
344,07d21f9b,"127713,15","6867,15",360,259137,60,"65414,27"
345,07d49988,"366804,37","14305,55",336,76706,12,"10298,11"
346,07d81153,"275655,05","10917,46",720,403697,60,"90635,84"
347,07dc1f59,"777448,09","14330,48",403,103235,24,"39136,73"
348,07dc6781,"181788,9","6791,88",642,373381,36,"12103,37"
349,07e18a18,"393454,2","22715,87",410,360894,36,"82720,01"
350,07e64a00,"454274,86","19401,66",341,457154,12,"4329,84"
351,07efda22,"504775,33","28989,58",341,334197,36,"43301,34"
352,07f73446,"432525,62","20759,42",602,239720,60,"44723,96"
353,07f86640,"583485,34","32561,76",795,423033,12,"110194,05"
354,07fb27fe,"265146,87","11683,67",368,169206,36,"85961,74"
355,07fea774,"390107,52","12227,28",419,151484,36,"130471,45"
356,080cc84e,"375668,29","16945,52",434,75891,48,"20142,36"
357,080db4f4,"222449,22","9588,31",397,377679,24,"83210,61"
358,0810aadb,"321232,77","12399,17",828,186621,48,"45277,45"
359,0810d326,"539215,08","31287,44",835,310001,36,"131449,51"
360,0811019a,"277575,47","6176,57",333,149256,12,"82136,28"
361,0815263c,"389260,95","17972,52",583,455036,60,"35250,12"
362,0827fd4b,"563432,25","22119,04",320,499923,60,"97276,74"
363,0829aa9c,"331497,62","12134,06",796,448481,60,"15685,84"
364,0835f0d7,"512070,62","28398,29",534,183884,48,"32867,34"
365,084b9f3e,"463042,9","18129,09",772,406474,60,"96480,86"
366,0850cc3b,"404693,87","11871,52",656,190815,36,"1428,27"
367,08521bd5,"369526,04","16649,09",713,280778,48,"68216,93"
368,08522f09,"548622,63","17785,13",413,18339,48,"93397,69"
369,0855475c,"490599,74","22680,98",658,250309,60,"132995,72"
370,085ce586,"734876,4","21769,31",347,45946,12,"112731,25"
371,08601bd4,"448693,62","24872,04",403,200406,12,"106487,73"
372,0865ba0d,"218504,97","8368,78",809,211806,48,"46733,24"
373,0867a893,"451408,35","23329,54",497,95790,48,"111814,53"
374,086c32e5,"619912,89","11351,05",664,222117,24,"91508,93"
375,086ce702,"279087,51","11671,73",778,117642,36,"115386,39"
376,086e6285,"264042,6","9273,34",825,313709,36,"117262,4"
377,08709a7b,"220842,37","6961,33",792,336865,36,"128076,92"
378,08761087,"417527,41","21065,47",374,432347,48,"133228,6"
379,088fd3b6,"307462,68","13273,8",611,57057,60,"94094,04"
380,0898d0b6,"345283,25","15317,17",477,296154,60,"18979,04"
381,089ab26d,"627975,71","22183,84",355,38886,36,"67011,3"
382,089c9ca8,"258957,14","4508,69",802,171853,24,"51403,28"
383,089cdf0b,"418698,94","10188,75",524,338694,48,"144606,84"
384,089fdfe8,"642747,42","13799,72",417,272432,60,"132716,03"
385,08a1c324,"213680,23","4097,08",755,496353,24,"93924,74"
386,08a2c348,"286151,51","8058,95",317,270294,36,"100842,5"
387,08a92eaf,"289983,35","15139,59",776,415143,48,"67190,27"
388,08ae0421,"661179,54","27136,93",437,174753,60,"110230,28"
389,08b598b5,"430754,57","21424,85",681,358698,36,"95862,96"
390,08be6ad2,"394330,98","21770,05",536,247233,48,"7656,08"
391,08c62498,"570010,74","26297,99",391,113398,24,"49117,91"
392,08c63d51,"383184,25","13675,3",669,431827,48,"101820,83"
393,08cb3b36,"355600,65","17253,41",729,85075,48,"60227,03"
394,08e06f75,"353487,84","7457,81",327,351233,48,"118399,54"
395,08e4b4c7,"595091,48","17150,17",620,78628,36,"147729,09"
396,08e5a6a4,"585678,1","25552,19",680,104632,24,"97837,88"
397,08f382d6,"386589,9","9250,89",793,256834,12,"125096,14"
398,08fa5419,"625584,89","25338,79",471,200600,48,"31929,72"
399,08fd53a1,"370719,19","9078,29",521,185692,60,"53905,36"
400,0901de3c,"312395,63",17545,368,53013,24,"2640,74"
401,0904a17a,"346799,82","11839,08",303,352625,12,"62685,91"
402,09065206,"247294,05","9032,37",718,27749,60,"122159,8"
403,0908406c,"272376,53","7786,58",603,140711,12,"126649,7"
404,09104d19,"417943,23","20994,42",585,107258,12,"12473,04"
405,09140d77,"363326,41","17725,02",367,307639,60,"37260,15"
406,091fd779,"429543,79","16682,75",482,309686,60,"21622,58"
407,092695a6,"368689,27","12573,29",731,398831,48,"19470,35"
408,092bbcc0,"471215,83","20653,44",396,109991,60,"29722,3"
409,092d6a36,"293007,26",11395,515,123012,48,"85209,81"
410,092e1f26,"240262,86","4357,13",718,25849,12,"34379,8"
411,093314d4,"342115,5","18838,69",394,171582,12,"110322,78"
412,093486d4,"456209,42","25652,55",718,477065,24,"89148,26"
413,093eaea2,"567917,74","19082,86",560,180622,24,"39482,96"
414,0942040c,"425160,53","17056,74",431,132823,24,"32993,49"
415,094c488a,"403309,74","21875,32",808,279078,48,"87622,32"
416,0953ddb2,"547032,95","18265,16",504,467624,12,"42781,67"
417,0954fbff,"553692,51","29427,16",830,81438,60,"67124,44"
418,0959cef6,"351211,3","18565,3",390,431064,36,"147955,73"
419,096fcb83,"526692,16","20748,15",572,448379,24,"35648,13"
420,097ca722,"309401,2","16854,79",787,196308,24,"83826,34"
421,09801000,"744671,35","31880,62",705,307130,12,"69170,92"
422,09854dfb,"356915,75","8961,23",662,247201,36,"138001,65"
423,098cdcdf,"213381,73","10254,19",607,233381,36,"80029,38"
424,098d14b1,"360797,84","19543,75",411,387108,60,"82841,75"
425,09963d7b,"666675,31","38876,66",730,97495,36,"145864,29"
426,09a207fa,"88565,21","3330,64",734,184071,48,"307,05"
427,09a32514,"213208,8","10327,97",717,466695,60,"103819,16"
